transaction_id,from_id,to_id,amount,timestamp,transaction_type,sender_country,receiver_country,description,suspicious_flag
T006061,E0762,E0371,179.53,2024-05-08 01:04:37,Wire Transfer,Bhutan,Cuba,Wire Transfer #6061,False
T006062,E0571,E0419,508.93,2024-05-23 22:51:28,Payment,Latvia,Cote d'Ivoire,Send leg sister determine.,False
T006063,E0134,E0158,3846.58,2024-03-31 04:05:57,Payment,Tokelau,Saint Martin,American rock away prove.,False
T006064,E0615,E0762,20.72,2024-03-25 19:55:29,Cash Deposit,Mauritius,Bhutan,Cash Deposit #6064,False
T006065,E0918,E0261,96.34,2024-09-30 06:36:06,Cash Deposit,Uganda,Senegal,Cash Deposit #6065,False
T006066,E0357,E0070,3862.2,2024-09-04 22:52:19,Cash Deposit,Peru,Heard Island and McDonald Islands,Cash Deposit #6066,False
T006067,E0437,E0047,269.01,2024-09-10 06:51:05,Payment,Ghana,Somalia,Week try attorney evidence.,False
T006068,E0689,E0184,5039.79,2024-04-19 04:01:31,Cash Deposit,United States Virgin Islands,Iraq,Cash Deposit #6068,False
T006069,E0573,E0223,695.27,2024-06-10 18:40:55,Payment,Mauritius,Georgia,Chance agree eight left finish.,False
T006070,E0124,E0608,3823.97,2024-09-05 06:02:51,Wire Transfer,China,Thailand,Wire Transfer #6070,False
T006071,E0376,E0362,5429.21,2024-08-13 16:41:27,Cash Deposit,Denmark,Afghanistan,Cash Deposit #6071,False
T006072,E0305,E0584,227.75,2024-11-15 09:45:55,Wire Transfer,Bouvet Island (Bouvetoya),Italy,Wire Transfer #6072,False
T006073,E0918,E0083,43.93,2024-09-30 23:54:25,Wire Transfer,Uganda,New Zealand,Wire Transfer #6073,False
T006074,E0304,E0610,2172.85,2024-12-04 17:37:07,Wire Transfer,Greece,Chad,Wire Transfer #6074,False
T006075,E0922,E0318,1714.5,2024-02-05 17:44:23,Payment,Jordan,Iceland,Indicate because blue quality site future.,False
T006076,E0136,E0582,708.83,2024-09-07 22:11:23,Payment,Liberia,Netherlands,Nature fear measure movie.,False
T006077,E0761,E0542,399.32,2024-11-08 17:01:12,Payment,Japan,Azerbaijan,Six research age hand center vote.,False
T006078,E0724,E0070,510.94,2024-06-09 10:04:03,Cash Deposit,Tanzania,Heard Island and McDonald Islands,Cash Deposit #6078,False
T006079,E0845,E0826,2517.88,2024-10-10 00:07:08,Wire Transfer,Palestinian Territory,Madagascar,Wire Transfer #6079,False
T006080,E0637,E0794,485.8,2024-08-07 06:09:02,Payment,Tonga,Trinidad and Tobago,Tough beyond couple have sport about.,False
T006081,E0414,E0216,132.51,2024-09-08 08:19:25,Wire Transfer,Slovakia (Slovak Republic),Israel,Wire Transfer #6081,False
T006082,E0732,E0917,4137.52,2024-11-07 22:00:56,Cash Deposit,Chile,Vanuatu,Cash Deposit #6082,False
T006083,E0495,E0864,321.98,2024-05-18 22:48:15,Cash Deposit,Tokelau,New Zealand,Cash Deposit #6083,False
T006084,E0030,E0058,1234.56,2024-12-11 23:06:58,Cash Deposit,Bermuda,United Arab Emirates,Cash Deposit #6084,False
T006085,E0122,E0503,571.27,2024-06-15 17:26:59,Cash Deposit,Greece,Malta,Cash Deposit #6085,False
T006086,E0117,E0332,1632.83,2024-05-28 05:51:52,Cash Deposit,Anguilla,Norfolk Island,Cash Deposit #6086,False
T006087,E0997,E0759,8089.27,2024-04-07 17:39:58,Wire Transfer,Cameroon,Greece,Wire Transfer #6087,False
T006088,E0766,E0700,38.77,2024-07-29 05:02:09,Wire Transfer,Niue,Djibouti,Wire Transfer #6088,False
T006089,E0741,E0353,495.12,2024-06-18 14:40:32,Wire Transfer,French Polynesia,Chad,Wire Transfer #6089,False
T006090,E0917,E0795,776.76,2024-04-24 14:39:05,Cash Deposit,Vanuatu,Ghana,Cash Deposit #6090,False
T006091,E0518,E0139,785.62,2024-02-14 19:41:43,Wire Transfer,Venezuela,Timor-Leste,Wire Transfer #6091,False
T006092,E0862,E0783,326.2,2024-11-08 14:33:23,Cash Deposit,Guyana,Argentina,Cash Deposit #6092,False
T006093,E0799,E0901,670.29,2024-11-22 18:22:07,Payment,Serbia,Tonga,Head benefit safe while step.,False
T006094,E0798,E0813,899.24,2024-03-19 14:14:29,Payment,Holy See (Vatican City State),Tonga,Congress detail me.,False
T006095,E0966,E0753,68.58,2024-03-30 20:28:12,Payment,Kyrgyz Republic,Montserrat,Turn head nature protect lot on.,False
T006096,E0171,E0564,7905.32,2024-10-29 08:07:06,Cash Deposit,Cape Verde,Niue,Cash Deposit #6096,False
T006097,E0343,E0162,1142.01,2024-04-04 05:55:19,Payment,Estonia,Suriname,People around same four level.,False
T006098,E0769,E0403,21078.38,2024-09-11 20:43:36,Payment,Mauritania,Angola,Pull admit before major product.,False
T006099,E0393,E0888,507.45,2024-03-28 13:22:54,Wire Transfer,Dominican Republic,Northern Mariana Islands,Wire Transfer #6099,False
T006100,E0510,E0863,19120.08,2024-12-26 23:40:48,Wire Transfer,Seychelles,Ghana,Wire Transfer #6100,False
T006101,E0401,E0971,972.59,2024-09-05 00:31:03,Payment,Switzerland,Hungary,Paper grow stock two husband whatever.,False
T006102,E0930,E0148,111.97,2024-01-15 23:04:42,Payment,Estonia,Heard Island and McDonald Islands,Debate game at represent heart letter.,False
T006103,E0385,E0569,178.34,2024-05-15 13:16:19,Wire Transfer,Antarctica (the territory South of 60 deg S),Belgium,Wire Transfer #6103,False
T006104,E0058,E0117,472.82,2024-01-30 04:54:32,Wire Transfer,United Arab Emirates,Anguilla,Wire Transfer #6104,False
T006105,E0236,E0041,96.0,2024-07-10 07:22:51,Payment,Georgia,Burkina Faso,Without remember total similar.,False
T006106,E0060,E0113,843.82,2024-01-08 03:50:00,Payment,Korea,Samoa,Late nothing eight range.,False
T006107,E0829,E0067,6309.33,2024-08-12 13:07:30,Wire Transfer,Bouvet Island (Bouvetoya),Mexico,Wire Transfer #6107,False
T006108,E0416,E0199,20.93,2024-05-16 06:14:14,Payment,Palestinian Territory,Marshall Islands,Too popular power.,False
T006109,E0628,E0512,948.07,2024-05-31 03:46:54,Cash Deposit,New Zealand,Latvia,Cash Deposit #6109,False
T006110,E0395,E0977,731.35,2024-07-14 02:39:18,Cash Deposit,Japan,Canada,Cash Deposit #6110,False
T006111,E0822,E0153,2666.02,2024-02-03 00:00:24,Wire Transfer,Cayman Islands,Central African Republic,Wire Transfer #6111,False
T006112,E0493,E0087,4094.38,2024-08-01 18:13:03,Cash Deposit,Timor-Leste,Burundi,Cash Deposit #6112,False
T006113,E0942,E0713,321.16,2024-03-31 20:32:10,Cash Deposit,Equatorial Guinea,Mali,Cash Deposit #6113,False
T006114,E0728,E0033,847.3,2024-10-14 11:25:41,Cash Deposit,Nepal,Netherlands,Cash Deposit #6114,False
T006115,E0524,E0299,570.31,2024-02-24 18:30:54,Cash Deposit,Nicaragua,Senegal,Cash Deposit #6115,False
T006116,E0561,E0943,496.76,2024-10-16 09:15:36,Wire Transfer,Paraguay,British Indian Ocean Territory (Chagos Archipelago),Wire Transfer #6116,False
T006117,E0171,E0805,89.08,2024-06-19 00:27:30,Cash Deposit,Cape Verde,Greece,Cash Deposit #6117,False
T006118,E0099,E0936,232.52,2024-04-20 02:34:52,Wire Transfer,Djibouti,Belgium,Wire Transfer #6118,False
T006119,E0054,E0188,901.6,2024-06-11 08:36:24,Payment,Antigua and Barbuda,Cocos (Keeling) Islands,Subject coach set white entire north.,False
T006120,E0524,E0946,275.78,2024-09-17 15:34:50,Payment,Nicaragua,Tonga,Quickly car cell agree.,False
T006121,E0146,E0553,122.77,2024-03-31 16:39:26,Wire Transfer,Spain,Liberia,Wire Transfer #6121,False
T006122,E0741,E0352,85.05,2024-07-06 03:29:31,Payment,French Polynesia,Tunisia,Note arrive without.,False
T006123,E0557,E0459,1908.92,2024-07-24 22:32:19,Cash Deposit,Taiwan,Aruba,Cash Deposit #6123,False
T006124,E0770,E0042,443.82,2024-07-17 19:01:00,Cash Deposit,South Georgia and the South Sandwich Islands,Saudi Arabia,Cash Deposit #6124,False
T006125,E0031,E0378,522.1,2024-05-08 18:14:05,Cash Deposit,Faroe Islands,Uganda,Cash Deposit #6125,False
T006126,E0957,E0457,76.82,2024-06-27 19:05:28,Cash Deposit,Indonesia,Comoros,Cash Deposit #6126,False
T006127,E0558,E0874,120.85,2024-09-16 15:24:30,Wire Transfer,French Guiana,Cameroon,Wire Transfer #6127,False
T006128,E0937,E0585,10776.73,2024-07-17 20:32:29,Wire Transfer,Venezuela,Afghanistan,Wire Transfer #6128,False
T006129,E0308,E0350,1485.23,2024-09-15 02:00:54,Wire Transfer,Jordan,Papua New Guinea,Wire Transfer #6129,False
T006130,E0202,E0449,673.86,2024-03-01 22:30:40,Payment,Eritrea,Denmark,Democratic pretty term along stock.,False
T006131,E0853,E0594,538.78,2024-10-07 21:33:17,Cash Deposit,Niger,United States Minor Outlying Islands,Cash Deposit #6131,False
T006132,E0336,E0684,2512.47,2024-04-07 12:26:55,Payment,Barbados,San Marino,Continue oil use professor.,False
T006133,E0913,E0753,2039.52,2024-06-18 23:48:59,Payment,China,Montserrat,Blood over perform.,False
T006134,E0806,E0089,73.73,2024-01-31 17:33:00,Payment,Chad,Tanzania,Security evidence set wife.,False
T006135,E0732,E0598,3674.4,2024-11-16 11:24:56,Payment,Chile,Madagascar,Seek usually establish staff own.,False
T006136,E0458,E0010,5008.84,2024-10-10 00:03:53,Wire Transfer,Colombia,Andorra,Wire Transfer #6136,False
T006137,E0671,E0965,53.76,2024-01-03 16:12:06,Cash Deposit,Nepal,Afghanistan,Cash Deposit #6137,False
T006138,E0186,E0575,630.49,2024-07-11 04:04:25,Wire Transfer,Peru,Saint Helena,Wire Transfer #6138,False
T006139,E0103,E0728,1507.61,2024-10-05 03:16:23,Wire Transfer,Marshall Islands,Nepal,Wire Transfer #6139,False
T006140,E0883,E0525,145.63,2024-09-16 13:00:03,Wire Transfer,Hong Kong,France,Wire Transfer #6140,False
T006141,E0336,E0170,1813.22,2024-08-05 14:48:36,Cash Deposit,Barbados,French Polynesia,Cash Deposit #6141,False
T006142,E0584,E0420,992.51,2024-03-24 04:49:33,Cash Deposit,Italy,Chile,Cash Deposit #6142,False
T006143,E0010,E0334,5751.63,2024-03-03 17:59:07,Wire Transfer,Andorra,Paraguay,Wire Transfer #6143,False
T006144,E0347,E0572,113.01,2024-02-27 12:36:26,Cash Deposit,United States Minor Outlying Islands,Tanzania,Cash Deposit #6144,False
T006145,E0095,E0328,686.76,2024-11-27 05:53:39,Cash Deposit,Svalbard & Jan Mayen Islands,Hong Kong,Cash Deposit #6145,False
T006146,E0086,E0445,10.0,2024-01-13 12:33:44,Cash Deposit,Panama,Thailand,Cash Deposit #6146,False
T006147,E0423,E0772,695.21,2024-05-17 09:21:11,Wire Transfer,Latvia,Kazakhstan,Wire Transfer #6147,False
T006148,E0709,E0497,183.02,2024-10-22 09:11:00,Payment,Armenia,Saint Martin,Mother audience pattern.,False
T006149,E0672,E0745,202.17,2024-09-27 00:18:47,Wire Transfer,Denmark,Syrian Arab Republic,Wire Transfer #6149,False
T006150,E0229,E0409,2176.54,2024-04-03 01:36:05,Wire Transfer,Panama,Marshall Islands,Wire Transfer #6150,False
T006151,E0575,E0063,3337.09,2024-04-22 05:53:35,Cash Deposit,Saint Helena,Isle of Man,Cash Deposit #6151,False
T006152,E0302,E0524,78.48,2024-04-11 16:20:53,Wire Transfer,Guam,Nicaragua,Wire Transfer #6152,False
T006153,E0627,E0211,586.77,2024-05-19 17:23:41,Cash Deposit,Switzerland,Switzerland,Cash Deposit #6153,False
T006154,E0784,E0205,36.98,2024-01-24 04:13:06,Cash Deposit,Saudi Arabia,Jamaica,Cash Deposit #6154,False
T006155,E0469,E0903,240.09,2024-10-02 22:00:56,Wire Transfer,Cyprus,Canada,Wire Transfer #6155,False
T006156,E0712,E0974,479.37,2024-02-16 16:58:40,Payment,Marshall Islands,Belize,Instead study provide sense approach.,False
T006157,E0164,E0702,442.69,2024-10-16 22:29:47,Wire Transfer,Trinidad and Tobago,Venezuela,Wire Transfer #6157,False
T006158,E0989,E0086,64.13,2024-08-11 01:20:15,Wire Transfer,Holy See (Vatican City State),Panama,Wire Transfer #6158,False
T006159,E0124,E0129,20.58,2024-10-14 05:54:51,Cash Deposit,China,Samoa,Cash Deposit #6159,False
T006160,E0666,E0871,2560.78,2024-01-29 02:07:20,Cash Deposit,Cocos (Keeling) Islands,Israel,Cash Deposit #6160,False
T006161,E0209,E0100,1176.8,2024-04-13 03:02:33,Wire Transfer,Saint Helena,Cocos (Keeling) Islands,Wire Transfer #6161,False
T006162,E0642,E0738,387.42,2024-03-22 15:30:18,Payment,Seychelles,Saudi Arabia,Star mind them difficult treat.,False
T006163,E0294,E0284,194.21,2024-04-04 19:55:35,Wire Transfer,Niger,Romania,Wire Transfer #6163,False
T006164,E0130,E0280,14577.74,2024-10-16 06:14:03,Payment,France,Lebanon,Worry eat look deep indicate likely.,False
T006165,E0509,E0728,1264.1,2024-07-26 12:55:25,Wire Transfer,Israel,Nepal,Wire Transfer #6165,False
T006166,E0628,E0839,236.76,2024-11-01 23:10:31,Cash Deposit,New Zealand,Bhutan,Cash Deposit #6166,False
T006167,E0230,E0986,557.67,2024-08-11 04:44:40,Cash Deposit,Qatar,Luxembourg,Cash Deposit #6167,False
T006168,E0794,E0727,151.32,2024-01-05 14:22:52,Payment,Trinidad and Tobago,Jersey,Page pull course.,False
T006169,E0708,E0757,1003.93,2024-06-04 17:02:57,Payment,Guernsey,Cameroon,Much success trip speech compare apply.,False
T006170,E0277,E0100,189.52,2024-09-05 22:41:02,Payment,Argentina,Cocos (Keeling) Islands,Morning they system.,False
T006171,E0657,E0858,2435.87,2024-12-05 22:56:12,Cash Deposit,Benin,Sweden,Cash Deposit #6171,False
T006172,E0217,E0981,661.2,2024-05-15 19:31:48,Wire Transfer,Mongolia,Uganda,Wire Transfer #6172,False
T006173,E0200,E0198,202.68,2024-06-11 21:33:47,Cash Deposit,Yemen,Israel,Cash Deposit #6173,False
T006174,E0090,E0689,4340.37,2024-02-22 00:40:02,Payment,Cuba,United States Virgin Islands,Base official machine.,False
T006175,E0310,E0448,234.77,2024-07-08 21:44:41,Payment,Portugal,Taiwan,Employee election structure respond he boy a.,False
T006176,E0122,E0816,8599.06,2024-05-23 23:41:22,Payment,Greece,Denmark,Quality generation item citizen wonder.,False
T006177,E0480,E0907,72.94,2024-12-12 01:21:27,Cash Deposit,El Salvador,Norfolk Island,Cash Deposit #6177,False
T006178,E0556,E0882,2014.79,2024-08-08 01:23:00,Wire Transfer,Saint Martin,Haiti,Wire Transfer #6178,False
T006179,E0660,E0111,11891.48,2024-12-12 22:33:47,Wire Transfer,Thailand,Andorra,Wire Transfer #6179,False
T006180,E0417,E0146,579.43,2024-12-30 12:03:48,Cash Deposit,Finland,Spain,Cash Deposit #6180,False
T006181,E0561,E0720,784.31,2024-06-16 09:30:37,Cash Deposit,Paraguay,Guinea,Cash Deposit #6181,False
T006182,E0222,E0200,267.08,2024-04-08 13:27:20,Payment,Northern Mariana Islands,Yemen,Health walk home him stand campaign.,False
T006183,E0361,E0430,1107.13,2024-08-27 20:44:26,Cash Deposit,Guyana,Antarctica (the territory South of 60 deg S),Cash Deposit #6183,False
T006184,E0413,E0159,805.1,2024-04-17 07:46:45,Wire Transfer,Zimbabwe,Burundi,Wire Transfer #6184,False
T006185,E0239,E0697,155.96,2024-09-22 21:45:12,Payment,Greenland,Reunion,Always one truth the international.,False
T006186,E0854,E0333,674.62,2024-01-16 09:09:24,Cash Deposit,Tunisia,Italy,Cash Deposit #6186,False
T006187,E0922,E0057,456.49,2024-06-29 21:32:03,Cash Deposit,Jordan,Aruba,Cash Deposit #6187,False
T006188,E0865,E0105,583.64,2024-03-25 20:41:49,Payment,Angola,Norfolk Island,Listen field week leg.,False
T006189,E0563,E0155,56.86,2024-02-17 16:19:11,Wire Transfer,Madagascar,Nicaragua,Wire Transfer #6189,False
T006190,E0503,E0251,46.47,2024-09-11 16:56:59,Wire Transfer,Malta,Mayotte,Wire Transfer #6190,False
T006191,E0442,E0284,283.62,2024-11-04 23:38:49,Cash Deposit,Nicaragua,Romania,Cash Deposit #6191,False
T006192,E0493,E0050,234.66,2024-12-23 22:59:10,Cash Deposit,Timor-Leste,Korea,Cash Deposit #6192,False
T006193,E0553,E0800,326.25,2024-01-16 07:00:41,Wire Transfer,Liberia,Pakistan,Wire Transfer #6193,False
T006194,E0633,E0389,935.63,2024-07-08 00:06:28,Wire Transfer,Oman,Korea,Wire Transfer #6194,False
T006195,E0723,E0375,220.11,2024-10-20 04:09:24,Payment,Fiji,Cote d'Ivoire,Learn war official.,False
T006196,E0311,E0561,778.44,2024-07-05 18:55:49,Cash Deposit,Indonesia,Paraguay,Cash Deposit #6196,False
T006197,E0822,E0280,574.93,2024-12-06 03:30:39,Payment,Cayman Islands,Lebanon,Produce option power large day tell.,False
T006198,E0036,E0088,587.61,2024-03-15 07:39:14,Wire Transfer,Saudi Arabia,Korea,Wire Transfer #6198,False
T006199,E0906,E0638,393.44,2024-12-23 02:03:39,Wire Transfer,Nigeria,Bermuda,Wire Transfer #6199,False
T006200,E0816,E0814,149.47,2024-10-04 01:14:31,Payment,Denmark,Japan,Less many new.,False
T006201,E0987,E0444,555.97,2024-09-13 21:26:33,Payment,Kiribati,Cape Verde,Story impact challenge.,False
T006202,E0992,E0965,434.64,2024-03-07 05:11:08,Payment,Cambodia,Afghanistan,Very near collection seat night.,False
T006203,E0878,E0760,464.73,2024-11-21 14:09:35,Wire Transfer,Algeria,Macao,Wire Transfer #6203,False
T006204,E0427,E0898,87.65,2024-03-04 22:34:29,Payment,Finland,Djibouti,Stuff example their alone shake.,False
T006205,E0227,E0733,61.24,2024-03-30 02:06:51,Payment,Christmas Island,Christmas Island,Sound situation rock produce.,False
T006206,E0530,E0129,145.49,2024-11-16 19:26:32,Cash Deposit,Armenia,Samoa,Cash Deposit #6206,False
T006207,E0960,E0578,328.82,2024-03-10 23:54:03,Payment,Djibouti,Saint Pierre and Miquelon,History artist meeting whether truth.,False
T006208,E0569,E0071,153.75,2024-05-28 15:37:19,Wire Transfer,Belgium,Fiji,Wire Transfer #6208,False
T006209,E0150,E0597,335.18,2024-02-06 10:37:02,Wire Transfer,Central African Republic,Austria,Wire Transfer #6209,False
T006210,E0345,E0344,10.0,2024-09-14 18:00:14,Cash Deposit,United States of America,Nauru,Cash Deposit #6210,False
T006211,E0045,E0451,186.42,2024-02-18 11:34:04,Payment,Belarus,Vietnam,Yeah explain notice what glass some.,False
T006212,E0174,E0146,4965.67,2024-01-15 22:34:38,Wire Transfer,Ukraine,Spain,Wire Transfer #6212,False
T006213,E0921,E0099,1831.77,2024-10-20 16:50:31,Cash Deposit,Northern Mariana Islands,Djibouti,Cash Deposit #6213,False
T006214,E0643,E0420,979.01,2024-01-13 13:38:43,Wire Transfer,Qatar,Chile,Wire Transfer #6214,False
T006215,E0659,E0668,790.22,2024-10-12 04:48:31,Wire Transfer,Sri Lanka,Djibouti,Wire Transfer #6215,False
T006216,E0554,E0135,186.78,2024-06-04 13:42:38,Cash Deposit,Svalbard & Jan Mayen Islands,Libyan Arab Jamahiriya,Cash Deposit #6216,False
T006217,E0810,E0096,1989.89,2024-07-22 03:04:03,Cash Deposit,Slovenia,Tunisia,Cash Deposit #6217,False
T006218,E0085,E0660,78.72,2024-02-22 22:41:15,Payment,Nicaragua,Thailand,Billion along rest.,False
T006219,E0022,E0411,663.68,2024-10-24 12:01:13,Payment,Congo,Antigua and Barbuda,Tend try own year.,False
T006220,E0188,E0216,307.7,2024-07-29 08:45:42,Cash Deposit,Cocos (Keeling) Islands,Israel,Cash Deposit #6220,False
T006221,E0147,E0589,171.94,2024-09-20 18:40:59,Cash Deposit,South Georgia and the South Sandwich Islands,Vietnam,Cash Deposit #6221,False
T006222,E0316,E0902,1482.11,2024-05-18 10:22:54,Wire Transfer,Jersey,Togo,Wire Transfer #6222,False
T006223,E0163,E0091,48.19,2024-02-12 22:53:27,Payment,Saint Pierre and Miquelon,Zimbabwe,Feel around movement thus.,False
T006224,E0097,E0299,350.78,2024-02-19 08:20:53,Wire Transfer,Taiwan,Senegal,Wire Transfer #6224,False
T006225,E0040,E0990,982.16,2024-11-20 21:15:05,Wire Transfer,Mauritius,Azerbaijan,Wire Transfer #6225,False
T006226,E0844,E0528,894.6,2024-04-13 16:16:06,Cash Deposit,Philippines,Philippines,Cash Deposit #6226,False
T006227,E0482,E0449,83.3,2024-07-16 00:56:02,Payment,Brunei Darussalam,Denmark,Deep think reveal situation data.,False
T006228,E0931,E0118,3468.21,2024-09-27 10:39:05,Cash Deposit,Bouvet Island (Bouvetoya),Sao Tome and Principe,Cash Deposit #6228,False
T006229,E0055,E0690,215.94,2024-02-09 11:55:40,Cash Deposit,Jersey,Senegal,Cash Deposit #6229,False
T006230,E0350,E0549,156.64,2024-04-12 23:38:20,Wire Transfer,Papua New Guinea,Nauru,Wire Transfer #6230,False
T006231,E0038,E0197,58.46,2024-06-15 23:10:50,Payment,Philippines,Malta,Finish final suddenly really statement word.,False
T006232,E0146,E0773,25.51,2024-05-11 09:20:21,Wire Transfer,Spain,Norfolk Island,Wire Transfer #6232,False
T006233,E0564,E0406,358.96,2024-03-31 18:44:44,Wire Transfer,Niue,Mexico,Wire Transfer #6233,False
T006234,E0353,E0481,214.24,2024-09-06 13:44:58,Wire Transfer,Chad,Greece,Wire Transfer #6234,False
T006235,E0412,E0724,31.31,2024-11-29 21:36:18,Wire Transfer,Bolivia,Tanzania,Wire Transfer #6235,False
T006236,E0303,E0465,746.59,2024-10-28 20:32:21,Wire Transfer,Iran,Jamaica,Wire Transfer #6236,False
T006237,E0295,E0649,12859.35,2024-05-24 12:17:15,Wire Transfer,Dominica,Faroe Islands,Wire Transfer #6237,False
T006238,E0319,E0156,29.79,2024-12-19 10:57:43,Cash Deposit,Lao People's Democratic Republic,Jordan,Cash Deposit #6238,False
T006239,E0298,E0577,5145.8,2024-06-07 16:23:04,Cash Deposit,Finland,Montenegro,Cash Deposit #6239,False
T006240,E0893,E0937,25.79,2024-12-03 01:01:45,Cash Deposit,Saint Barthelemy,Venezuela,Cash Deposit #6240,False
T006241,E0280,E0854,62.08,2024-10-05 21:21:58,Wire Transfer,Lebanon,Tunisia,Wire Transfer #6241,False
T006242,E0947,E0698,256.82,2024-09-16 23:40:13,Payment,Nauru,French Southern Territories,Usually forward everybody former town open.,False
T006243,E0356,E0339,222.84,2024-06-27 13:56:19,Payment,Afghanistan,Ecuador,Price project yet.,False
T006244,E0556,E0419,812.36,2024-10-21 09:40:06,Payment,Saint Martin,Cote d'Ivoire,Red policy the worker artist huge.,False
T006245,E0694,E0499,255.7,2024-09-07 18:30:10,Cash Deposit,Lao People's Democratic Republic,Georgia,Cash Deposit #6245,False
T006246,E0134,E0413,107.86,2024-05-09 07:00:56,Wire Transfer,Tokelau,Zimbabwe,Wire Transfer #6246,False
T006247,E0365,E0092,399.49,2024-04-09 00:42:47,Wire Transfer,Korea,Denmark,Wire Transfer #6247,False
T006248,E0569,E0224,1315.5,2024-01-31 15:10:46,Wire Transfer,Belgium,Thailand,Wire Transfer #6248,False
T006249,E0861,E0463,293.28,2024-05-29 04:40:26,Cash Deposit,Libyan Arab Jamahiriya,Angola,Cash Deposit #6249,False
T006250,E0912,E0971,618.11,2024-12-23 14:10:05,Wire Transfer,Russian Federation,Hungary,Wire Transfer #6250,False
T006251,E0244,E0908,549.49,2024-01-13 05:48:45,Cash Deposit,Kenya,Estonia,Cash Deposit #6251,False
T006252,E0080,E0334,644.0,2024-05-20 04:00:58,Cash Deposit,France,Paraguay,Cash Deposit #6252,False
T006253,E0711,E0205,383.51,2024-06-01 10:10:51,Cash Deposit,Guyana,Jamaica,Cash Deposit #6253,False
T006254,E0041,E0666,208.71,2024-09-07 09:07:05,Payment,Burkina Faso,Cocos (Keeling) Islands,Fund second military majority tell resource.,False
T006255,E0241,E0201,1535.78,2024-09-11 08:35:31,Wire Transfer,Christmas Island,Liberia,Wire Transfer #6255,False
T006256,E0402,E0633,42.34,2024-06-02 07:20:27,Cash Deposit,Eritrea,Oman,Cash Deposit #6256,False
T006257,E0938,E0833,1409.25,2024-05-11 15:51:05,Payment,Bulgaria,Burundi,Letter kid step recently top.,False
T006258,E0726,E0133,2783.84,2024-03-09 03:54:50,Payment,Portugal,Bhutan,Ready late training machine American.,False
T006259,E0475,E0537,1345.17,2024-12-07 14:32:36,Cash Deposit,Hong Kong,British Virgin Islands,Cash Deposit #6259,False
T006260,E0051,E0777,664.57,2024-10-08 01:12:51,Wire Transfer,Slovakia (Slovak Republic),Madagascar,Wire Transfer #6260,False
T006261,E0116,E0805,602.31,2024-04-30 14:23:12,Payment,Madagascar,Greece,Charge concern method themselves item.,False
T006262,E0886,E0791,995.58,2024-01-07 10:21:03,Cash Deposit,Albania,Israel,Cash Deposit #6262,False
T006263,E0082,E0312,353.59,2024-02-29 18:00:00,Wire Transfer,French Guiana,Eritrea,Wire Transfer #6263,False
T006264,E0150,E0935,763.51,2024-02-29 03:32:53,Wire Transfer,Central African Republic,Portugal,Wire Transfer #6264,False
T006265,E0700,E0179,86.46,2024-01-03 12:53:08,Payment,Djibouti,Colombia,Approach prepare never.,False
T006266,E0154,E0645,963.21,2024-11-30 18:54:36,Cash Deposit,Peru,British Indian Ocean Territory (Chagos Archipelago),Cash Deposit #6266,False
T006267,E0589,E0029,388.54,2024-07-22 22:12:53,Payment,Vietnam,Liberia,Effect over right.,False
T006268,E0667,E0363,2639.61,2024-08-10 07:04:33,Wire Transfer,Vietnam,Estonia,Wire Transfer #6268,False
T006269,E0007,E0943,775.56,2024-05-20 15:59:03,Payment,Bahrain,British Indian Ocean Territory (Chagos Archipelago),Begin next much itself.,False
T006270,E0690,E0132,341.65,2024-01-23 19:41:00,Cash Deposit,Senegal,Cayman Islands,Cash Deposit #6270,False
T006271,E0122,E0249,6203.03,2024-12-19 02:35:34,Cash Deposit,Greece,United Kingdom,Cash Deposit #6271,False
T006272,E0933,E0238,110.15,2024-05-02 17:02:24,Payment,Romania,Andorra,Green during fight.,False
T006273,E0063,E0359,1446.32,2024-06-24 12:26:06,Wire Transfer,Isle of Man,Bhutan,Wire Transfer #6273,False
T006274,E0799,E0872,657.31,2024-05-14 17:05:32,Payment,Serbia,Bulgaria,Deep thousand service surface all.,False
T006275,E0653,E0178,23.32,2024-11-01 09:26:40,Payment,Gabon,Costa Rica,Campaign fact after action between.,False
T006276,E0422,E0191,660.44,2024-02-24 02:26:31,Payment,Bhutan,Fiji,New final exist.,False
T006277,E0763,E0571,925.12,2024-06-20 09:02:29,Wire Transfer,Brazil,Latvia,Wire Transfer #6277,False
T006278,E0074,E0676,75.12,2024-12-28 13:11:49,Cash Deposit,United Kingdom,Dominica,Cash Deposit #6278,False
T006279,E0698,E0507,242.0,2024-08-20 22:24:48,Payment,French Southern Territories,Qatar,Prevent nor thought quite.,False
T006280,E0055,E0226,46.05,2024-04-20 14:33:21,Payment,Jersey,Kiribati,Drug manage suffer hundred you phone.,False
T006281,E0691,E0522,1518.44,2024-07-02 01:44:03,Cash Deposit,Bolivia,Greece,Cash Deposit #6281,False
T006282,E0832,E0879,116.1,2024-09-18 05:00:23,Cash Deposit,Guatemala,Botswana,Cash Deposit #6282,False
T006283,E0479,E0242,1753.3,2024-02-02 23:08:10,Wire Transfer,Marshall Islands,Gambia,Wire Transfer #6283,False
T006284,E0094,E0297,149.16,2024-02-08 19:09:12,Wire Transfer,Mongolia,Niue,Wire Transfer #6284,False
T006285,E0162,E0366,469.5,2024-07-11 19:24:28,Cash Deposit,Suriname,El Salvador,Cash Deposit #6285,False
