Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Transaction_Type,Sender_Country,Receiver_Country,Description,Suspicious_Flag
T007445,E0241,E0528,642.84,2024-11-11 20:56:12,Payment,Gabon,Madagascar,Protect thought interest various tax event.,False
T007446,E0945,E0602,2427.43,2024-03-09 04:44:42,Wire Transfer,Tuvalu,Guyana,Wire Transfer #7446,False
T007447,E0027,E0928,243.16,2024-09-20 04:31:54,Wire Transfer,Chile,Bahrain,Wire Transfer #7447,False
T007448,E0700,E0358,1050.14,2024-08-24 09:36:41,Wire Transfer,Russian Federation,Faroe Islands,Wire Transfer #7448,False
T007449,E0443,E0015,169.87,2024-03-31 07:04:39,Cash Deposit,Albania,Guinea,Cash Deposit #7449,False
T007450,E0121,E0504,175.5,2024-12-19 03:53:51,Cash Deposit,Reunion,Northern Mariana Islands,Cash Deposit #7450,False
T007451,E0316,E0018,28118.52,2024-03-02 07:39:14,Wire Transfer,Puerto Rico,Colombia,Wire Transfer #7451,False
T007452,E0233,E0856,586.49,2024-02-10 15:12:02,Payment,Holy See (Vatican City State),El Salvador,Analysis condition camera oil.,False
T007453,E0935,E0335,523.6,2024-03-15 05:26:01,Wire Transfer,British Virgin Islands,Portugal,Wire Transfer #7453,False
T007454,E0122,E0938,5728.28,2024-03-25 17:32:19,Cash Deposit,Western Sahara,Saint Vincent and the Grenadines,Cash Deposit #7454,False
T007455,E0054,E0650,198.73,2024-10-11 05:25:27,Cash Deposit,Honduras,Cyprus,Cash Deposit #7455,False
T007456,E0268,E0190,3447.63,2024-12-12 00:26:47,Wire Transfer,Kiribati,Nepal,Wire Transfer #7456,False
T007457,E0343,E0600,9010.85,2024-09-09 15:23:09,Payment,Cote d'Ivoire,South Georgia and the South Sandwich Islands,Do democratic third.,False
T007458,E0440,E0086,1092.91,2024-11-29 10:52:16,Payment,Tuvalu,Jamaica,With long you parent we manage.,False
T007459,E0382,E0457,311.12,2024-09-20 21:08:44,Cash Deposit,Pitcairn Islands,Honduras,Cash Deposit #7459,False
T007460,E0614,E0426,955.42,2024-01-18 23:09:15,Payment,Cameroon,Somalia,Fight score source community national final.,False
T007461,E0602,E0944,989.5,2024-02-25 20:24:19,Payment,Guyana,Macao,Act or feel.,False
T007462,E0402,E0320,562.66,2024-06-10 16:27:29,Cash Deposit,Luxembourg,Slovakia (Slovak Republic),Cash Deposit #7462,False
T007463,E0299,E0094,985.31,2024-07-11 22:00:58,Payment,Luxembourg,Vanuatu,Forget than reason southern write only.,False
T007464,E0472,E0532,234.51,2024-02-22 00:01:12,Cash Deposit,Finland,Saint Martin,Cash Deposit #7464,False
T007465,E0489,E0231,1014.36,2024-10-20 12:05:32,Wire Transfer,Solomon Islands,Svalbard & Jan Mayen Islands,Wire Transfer #7465,False
T007466,E0592,E0200,92.68,2024-05-07 05:20:15,Wire Transfer,Nigeria,Belarus,Wire Transfer #7466,False
T007467,E0416,E0797,7805.35,2024-03-03 06:11:26,Payment,Kyrgyz Republic,Singapore,Sort realize program enjoy.,False
T007468,E0104,E0574,163.67,2024-02-08 00:56:16,Payment,Tuvalu,Brazil,Ten system indicate end right.,False
T007469,E0814,E0930,42.1,2024-10-31 01:54:52,Cash Deposit,Qatar,Haiti,Cash Deposit #7469,False
T007470,E0449,E0557,1886.34,2024-02-08 15:17:41,Cash Deposit,Latvia,Aruba,Cash Deposit #7470,False
T007471,E0010,E0942,1537.16,2024-04-27 05:30:08,Wire Transfer,Uzbekistan,Bahrain,Wire Transfer #7471,False
T007472,E0237,E0765,966.94,2024-03-25 12:27:00,Wire Transfer,Palestinian Territory,Czech Republic,Wire Transfer #7472,False
T007473,E0513,E0578,2852.05,2024-08-24 19:11:33,Payment,Lesotho,Brazil,Support prove like land suddenly everybody.,False
T007474,E0194,E0691,76.22,2024-05-09 14:04:41,Wire Transfer,Russian Federation,Burkina Faso,Wire Transfer #7474,False
T007475,E0464,E0937,5123.49,2024-09-25 09:04:47,Payment,Uzbekistan,Slovakia (Slovak Republic),Newspaper continue music speak case.,False
T007476,E0230,E0891,332.92,2024-12-03 02:19:51,Cash Deposit,Bhutan,Oman,Cash Deposit #7476,False
T007477,E0395,E0392,43.67,2024-12-27 06:51:10,Cash Deposit,South Africa,Vanuatu,Cash Deposit #7477,False
T007478,E0486,E0968,393.94,2024-10-12 15:42:22,Wire Transfer,Saint Helena,Azerbaijan,Wire Transfer #7478,False
T007479,E0104,E0233,631.58,2024-08-11 06:53:36,Wire Transfer,Tuvalu,Holy See (Vatican City State),Wire Transfer #7479,False
T007480,E0179,E0092,362.92,2024-08-16 11:45:58,Wire Transfer,Tajikistan,Angola,Wire Transfer #7480,False
T007481,E0587,E0132,177.5,2024-10-22 15:07:03,Wire Transfer,Heard Island and McDonald Islands,Ghana,Wire Transfer #7481,False
T007482,E0896,E0004,368.49,2024-09-03 14:26:08,Cash Deposit,Solomon Islands,Faroe Islands,Cash Deposit #7482,False
T007483,E0034,E0468,144.32,2024-10-19 12:38:51,Wire Transfer,Macao,Tanzania,Wire Transfer #7483,False
T007484,E0676,E0600,62.03,2024-04-11 21:09:34,Cash Deposit,Antarctica (the territory South of 60 deg S),South Georgia and the South Sandwich Islands,Cash Deposit #7484,False
T007485,E0914,E0152,858.63,2024-11-01 03:57:14,Cash Deposit,Gabon,China,Cash Deposit #7485,False
T007486,E0640,E0518,334.37,2024-12-14 02:37:25,Payment,Hungary,Cambodia,Environment data audience still black.,False
T007487,E0146,E0339,18.32,2024-09-18 23:05:36,Payment,French Guiana,South Africa,Affect agree nation huge.,False
T007488,E0964,E0044,12.56,2024-07-12 20:01:00,Wire Transfer,Israel,Saint Helena,Wire Transfer #7488,False
T007489,E0314,E0978,381.14,2024-06-01 08:50:09,Wire Transfer,Chile,Austria,Wire Transfer #7489,False
T007490,E0612,E0071,1613.61,2024-03-30 03:18:18,Cash Deposit,Madagascar,Antigua and Barbuda,Cash Deposit #7490,False
T007491,E0802,E0644,260.48,2024-10-31 17:04:57,Wire Transfer,Canada,Equatorial Guinea,Wire Transfer #7491,False
T007492,E0497,E0327,217.9,2024-07-12 21:15:21,Cash Deposit,Bosnia and Herzegovina,United States of America,Cash Deposit #7492,False
T007493,E0020,E0520,295.49,2024-11-21 13:27:28,Wire Transfer,Netherlands Antilles,Mexico,Wire Transfer #7493,False
T007494,E0772,E0989,142.66,2024-07-25 07:20:46,Cash Deposit,Western Sahara,Equatorial Guinea,Cash Deposit #7494,False
T007495,E0637,E0665,1174.4,2024-01-11 00:24:48,Payment,Iceland,Belgium,Particularly attack table plant school with.,False
T007496,E0519,E0912,412.74,2024-11-26 17:39:06,Wire Transfer,Falkland Islands (Malvinas),Madagascar,Wire Transfer #7496,False
T007497,E0609,E0179,13.58,2024-01-07 18:40:42,Payment,Nepal,Tajikistan,Decision federal interesting.,False
T007498,E0802,E0613,576.31,2024-03-23 21:44:20,Cash Deposit,Canada,Niue,Cash Deposit #7498,False
T007499,E0896,E0206,229.61,2024-02-09 23:22:48,Wire Transfer,Solomon Islands,Czech Republic,Wire Transfer #7499,False
T007500,E0421,E0759,625.64,2024-09-15 07:41:17,Wire Transfer,Niger,Zimbabwe,Wire Transfer #7500,False
T007501,E0005,E0746,251.31,2024-08-31 16:38:44,Cash Deposit,Venezuela,Cuba,Cash Deposit #7501,False
T007502,E0896,E0685,1888.71,2024-11-12 17:40:00,Wire Transfer,Solomon Islands,Botswana,Wire Transfer #7502,False
T007503,E0469,E0695,558.4,2024-10-05 10:59:54,Wire Transfer,Malawi,Egypt,Wire Transfer #7503,False
T007504,E0518,E0053,79.04,2024-08-13 18:58:31,Cash Deposit,Cambodia,Sri Lanka,Cash Deposit #7504,False
T007505,E0389,E0810,1954.63,2024-09-10 07:38:05,Cash Deposit,Honduras,Saint Lucia,Cash Deposit #7505,False
T007506,E0149,E0488,171.42,2024-09-29 13:56:40,Wire Transfer,Samoa,Switzerland,Wire Transfer #7506,False
T007507,E0265,E0570,707.45,2024-04-29 20:33:12,Wire Transfer,Indonesia,Mayotte,Wire Transfer #7507,False
T007508,E0627,E0526,152.67,2024-06-19 08:58:46,Payment,Lao People's Democratic Republic,Niger,Budget Democrat son some describe sport.,False
T007509,E0401,E0581,768.99,2024-07-14 02:19:24,Wire Transfer,Isle of Man,Thailand,Wire Transfer #7509,False
T007510,E0181,E0172,236.92,2024-07-10 06:41:41,Payment,Bhutan,India,Traditional wide rather family.,False
T007511,E0386,E0839,1522.89,2024-11-16 22:40:07,Wire Transfer,Northern Mariana Islands,Sweden,Wire Transfer #7511,False
T007512,E0871,E0205,283.93,2024-03-03 12:06:24,Payment,Timor-Leste,Austria,Sort significant election practice team possible.,False
T007513,E0662,E0748,295.49,2024-05-27 08:55:45,Wire Transfer,Dominica,Bahrain,Wire Transfer #7513,False
T007514,E0073,E0367,914.75,2024-07-30 03:15:40,Cash Deposit,Georgia,Aruba,Cash Deposit #7514,False
T007515,E0100,E0249,313.04,2024-05-04 03:46:15,Cash Deposit,Saint Barthelemy,Uzbekistan,Cash Deposit #7515,False
T007516,E0335,E0288,364.47,2024-08-31 14:10:40,Wire Transfer,Portugal,Andorra,Wire Transfer #7516,False
T007517,E0298,E0954,156.7,2024-05-24 03:35:23,Cash Deposit,Lithuania,Dominican Republic,Cash Deposit #7517,False
T007518,E0480,E0572,903.71,2024-11-06 17:33:33,Wire Transfer,Ghana,Oman,Wire Transfer #7518,False
T007519,E0960,E0455,667.79,2024-07-13 08:07:24,Payment,Isle of Man,Seychelles,Growth although hold.,False
T007520,E0084,E0539,710.46,2024-03-08 04:27:44,Cash Deposit,French Southern Territories,New Caledonia,Cash Deposit #7520,False
T007521,E0490,E0027,68.83,2024-12-13 19:32:04,Payment,Iceland,Chile,Suggest kind recent loss.,False
T007522,E0297,E0082,53.06,2024-10-12 11:40:09,Cash Deposit,Guernsey,India,Cash Deposit #7522,False
T007523,E0292,E0399,133.2,2024-04-06 07:21:16,Wire Transfer,Israel,Moldova,Wire Transfer #7523,False
T007524,E0142,E0463,1945.28,2024-01-15 04:43:07,Cash Deposit,Saudi Arabia,Japan,Cash Deposit #7524,False
T007525,E0667,E0412,4245.45,2024-10-14 19:32:37,Cash Deposit,Iran,Benin,Cash Deposit #7525,False
T007526,E0154,E0401,441.61,2024-07-13 17:45:53,Wire Transfer,Belarus,Isle of Man,Wire Transfer #7526,False
T007527,E0646,E0883,1385.56,2024-08-10 17:47:17,Payment,Morocco,Bouvet Island (Bouvetoya),Animal tree country claim us.,False
T007528,E0683,E0215,1268.82,2024-07-19 14:50:07,Cash Deposit,Belgium,Lithuania,Cash Deposit #7528,False
T007529,E0503,E0035,1303.34,2024-04-17 07:15:18,Payment,France,Burkina Faso,Address three research Congress control sense.,False
T007530,E0935,E0706,127.42,2024-10-15 20:02:59,Wire Transfer,British Virgin Islands,Ireland,Wire Transfer #7530,False
T007531,E0201,E0837,2214.43,2024-02-15 15:01:18,Wire Transfer,Cambodia,Rwanda,Wire Transfer #7531,False
T007532,E0285,E0508,932.92,2024-10-10 01:02:23,Payment,Seychelles,Chad,Commercial word trade.,False
T007533,E0027,E0225,103.15,2024-03-11 11:54:02,Cash Deposit,Chile,Honduras,Cash Deposit #7533,False
T007534,E0792,E0691,484.99,2024-06-15 10:45:44,Payment,Saint Martin,Burkina Faso,Next direction difficult half five.,False
T007535,E0447,E0275,3229.23,2024-10-01 23:56:13,Cash Deposit,Aruba,Svalbard & Jan Mayen Islands,Cash Deposit #7535,False
T007536,E0951,E0303,440.53,2024-05-07 16:43:40,Payment,Jamaica,Gabon,Future represent minute week sea economic.,False
T007537,E0453,E0706,210.35,2024-07-18 15:14:50,Cash Deposit,Palestinian Territory,Ireland,Cash Deposit #7537,False
T007538,E0080,E0496,63.51,2024-05-15 02:15:20,Wire Transfer,Vietnam,Papua New Guinea,Wire Transfer #7538,False
T007539,E0744,E0819,362.49,2024-02-19 08:55:41,Payment,Korea,Saint Kitts and Nevis,Stand gun represent.,False
T007540,E0373,E0300,206.44,2024-10-15 12:54:25,Cash Deposit,Serbia,Poland,Cash Deposit #7540,False
T007541,E0241,E0218,1034.98,2024-12-01 16:07:35,Cash Deposit,Gabon,Mali,Cash Deposit #7541,False
T007542,E0809,E0464,254.85,2024-03-03 20:03:57,Cash Deposit,Bahamas,Uzbekistan,Cash Deposit #7542,False
T007543,E0596,E0562,21.11,2024-05-06 17:25:54,Wire Transfer,Ethiopia,Mozambique,Wire Transfer #7543,False
T007544,E0419,E0643,519.74,2024-11-22 19:12:47,Wire Transfer,United Kingdom,Thailand,Wire Transfer #7544,False
T007545,E0603,E0677,2739.52,2024-09-30 11:23:55,Cash Deposit,Liechtenstein,Guernsey,Cash Deposit #7545,False
T007546,E0873,E0351,337.55,2024-04-12 06:57:39,Wire Transfer,Tajikistan,Bouvet Island (Bouvetoya),Wire Transfer #7546,False
T007547,E0180,E0099,61.63,2024-05-20 01:35:08,Cash Deposit,Cocos (Keeling) Islands,Cape Verde,Cash Deposit #7547,False
T007548,E0854,E0600,133.49,2024-02-24 14:27:20,Wire Transfer,Kiribati,South Georgia and the South Sandwich Islands,Wire Transfer #7548,False
T007549,E0759,E0965,846.16,2024-10-28 18:06:48,Payment,Zimbabwe,Faroe Islands,Still treatment give throughout question.,False
T007550,E0350,E0060,692.45,2024-02-09 13:15:18,Cash Deposit,Cocos (Keeling) Islands,Pakistan,Cash Deposit #7550,False
T007551,E0166,E0173,24.7,2024-01-23 19:20:55,Cash Deposit,French Southern Territories,Zimbabwe,Cash Deposit #7551,False
T007552,E0157,E0168,6701.44,2024-12-24 17:03:41,Cash Deposit,Jamaica,French Polynesia,Cash Deposit #7552,False
T007553,E0289,E0742,168.2,2024-08-31 02:13:18,Wire Transfer,Netherlands,Libyan Arab Jamahiriya,Wire Transfer #7553,False
T007554,E0035,E0003,115.12,2024-03-09 08:06:39,Wire Transfer,Burkina Faso,Canada,Wire Transfer #7554,False
T007555,E0082,E0753,1036.04,2024-08-10 08:59:33,Cash Deposit,India,Cambodia,Cash Deposit #7555,False
T007556,E0083,E0821,290.68,2024-04-03 01:34:39,Payment,Niue,Senegal,Sure single method lose tonight.,False
T007557,E0583,E0147,3163.55,2024-08-23 19:21:12,Payment,Montenegro,Montserrat,Education consumer southern middle information dog.,False
T007558,E0511,E0836,294.3,2024-01-14 12:14:00,Payment,Montserrat,Andorra,Total these issue thousand off.,False
T007559,E0406,E0564,163.96,2024-11-11 13:13:44,Wire Transfer,Martinique,Poland,Wire Transfer #7559,False
T007560,E0098,E0228,356.73,2024-12-24 20:29:51,Payment,Senegal,French Guiana,Strong road still budget seek a.,False
T007561,E0364,E0008,7208.51,2024-12-26 02:58:43,Cash Deposit,Samoa,Israel,Cash Deposit #7561,False
T007562,E0294,E0755,966.88,2024-08-28 23:21:45,Cash Deposit,Northern Mariana Islands,Bulgaria,Cash Deposit #7562,False
T007563,E0524,E0449,273.07,2024-02-24 14:34:13,Cash Deposit,Canada,Latvia,Cash Deposit #7563,False
T007564,E0921,E0288,492.6,2024-06-08 00:38:11,Payment,Philippines,Andorra,Defense choice cultural also perform nothing.,False
T007565,E0962,E0058,63.84,2024-09-12 11:45:23,Cash Deposit,Turks and Caicos Islands,Kazakhstan,Cash Deposit #7565,False
T007566,E0503,E0900,550.24,2024-07-06 02:31:39,Payment,France,Russian Federation,Process the light next various.,False
T007567,E0947,E0467,152.45,2024-04-14 21:49:31,Payment,Mauritania,Mauritius,On anyone hit receive soldier less.,False
T007568,E0596,E0296,480.1,2024-10-24 13:36:51,Payment,Ethiopia,Madagascar,Son water thought sport.,False
T007569,E0858,E0514,267.17,2024-05-12 14:26:35,Cash Deposit,Tanzania,Brazil,Cash Deposit #7569,False
T007570,E0452,E0788,295.55,2024-03-14 17:32:06,Payment,Kiribati,Monaco,Baby pick half them nor.,False
T007571,E0455,E0237,458.13,2024-05-18 23:41:46,Cash Deposit,Seychelles,Palestinian Territory,Cash Deposit #7571,False
T007572,E0068,E0100,333.7,2024-08-03 03:40:37,Wire Transfer,Turkey,Saint Barthelemy,Wire Transfer #7572,False
T007573,E0721,E0953,8772.56,2024-02-02 10:28:35,Payment,Mexico,American Samoa,Fact sometimes realize tell wife.,False
T007574,E0206,E0959,1714.08,2024-01-14 02:40:30,Cash Deposit,Czech Republic,Sri Lanka,Cash Deposit #7574,False
T007575,E0434,E0693,133.86,2024-09-15 02:45:56,Payment,Dominica,Holy See (Vatican City State),Door reveal buy science almost no.,False
T007576,E0947,E0912,340.73,2024-05-20 17:57:15,Payment,Mauritania,Madagascar,Box single degree memory suggest.,False
T007577,E0929,E0185,1708.18,2024-04-08 07:51:22,Payment,Zambia,Japan,Local experience may.,False
T007578,E0869,E0666,3527.5,2024-05-09 19:52:59,Cash Deposit,Qatar,Greece,Cash Deposit #7578,False
T007579,E0449,E0300,3074.27,2024-05-31 19:40:29,Cash Deposit,Latvia,Poland,Cash Deposit #7579,False
T007580,E0713,E0657,4739.62,2024-05-20 16:42:20,Payment,Senegal,Russian Federation,Dream money rich if seek your.,False
T007581,E0878,E0576,67.28,2024-03-10 12:16:09,Wire Transfer,Brazil,Faroe Islands,Wire Transfer #7581,False
T007582,E0342,E0900,1395.4,2024-10-15 03:59:43,Wire Transfer,Brazil,Russian Federation,Wire Transfer #7582,False
T007583,E0296,E0070,1068.91,2024-11-15 20:57:21,Wire Transfer,Madagascar,Mauritania,Wire Transfer #7583,False
T007584,E0935,E0442,166.8,2024-09-13 23:38:05,Payment,British Virgin Islands,Reunion,Could system check.,False
T007585,E0494,E0231,203.66,2024-03-11 23:20:16,Cash Deposit,Guam,Svalbard & Jan Mayen Islands,Cash Deposit #7585,False
T007586,E0079,E0050,416.93,2024-01-29 06:56:08,Cash Deposit,Cape Verde,French Polynesia,Cash Deposit #7586,False
T007587,E0908,E0526,1069.97,2024-05-26 00:06:17,Cash Deposit,Netherlands Antilles,Niger,Cash Deposit #7587,False
T007588,E0088,E0288,459.4,2024-08-10 11:15:41,Wire Transfer,Lesotho,Andorra,Wire Transfer #7588,False
T007589,E0007,E0304,964.46,2024-12-25 22:11:01,Payment,Reunion,Czech Republic,Ever generation fall lead hot miss our.,False
T007590,E0867,E0177,105.43,2024-10-16 06:01:22,Wire Transfer,Tuvalu,Bermuda,Wire Transfer #7590,False
T007591,E0625,E0578,1280.89,2024-10-05 03:17:01,Payment,Angola,Brazil,Follow hospital despite policy state institution.,False
T007592,E0548,E0853,609.23,2024-10-14 16:03:18,Cash Deposit,Poland,Burkina Faso,Cash Deposit #7592,False
T007593,E0903,E0425,1181.67,2024-09-20 13:32:06,Payment,Bhutan,Uruguay,Yes modern shoulder billion.,False
T007594,E0878,E0214,2369.0,2024-04-30 10:35:03,Wire Transfer,Brazil,Vanuatu,Wire Transfer #7594,False
T007595,E0591,E0323,249.52,2024-01-08 10:22:32,Wire Transfer,Luxembourg,Mongolia,Wire Transfer #7595,False
T007596,E0100,E0528,58.28,2024-03-22 03:39:52,Cash Deposit,Saint Barthelemy,Madagascar,Cash Deposit #7596,False
T007597,E0314,E0117,2909.77,2024-03-26 19:17:26,Payment,Chile,Azerbaijan,Create law call artist.,False
T007598,E0787,E0160,367.56,2024-04-27 09:22:56,Wire Transfer,Seychelles,El Salvador,Wire Transfer #7598,False
T007599,E0117,E0239,54.82,2024-05-20 05:23:12,Cash Deposit,Azerbaijan,United States Virgin Islands,Cash Deposit #7599,False
T007600,E0356,E0818,994.42,2024-08-30 01:42:43,Payment,San Marino,Ethiopia,Scientist development image think explain.,False
T007601,E0606,E0601,155.46,2024-07-30 00:22:24,Payment,Uzbekistan,Rwanda,Suddenly onto save myself against development Congress.,False
T007602,E0280,E0361,134.47,2024-11-30 15:40:48,Payment,Argentina,Syrian Arab Republic,Product couple above because.,False
T007603,E0099,E0799,928.45,2024-06-19 19:23:47,Payment,Cape Verde,Oman,Activity nearly impact practice civil per.,False
T007604,E0444,E0645,1027.01,2024-06-13 18:01:32,Payment,Dominican Republic,Bouvet Island (Bouvetoya),Hold most week firm help role.,False
T007605,E0851,E0225,139.43,2024-05-21 16:06:02,Cash Deposit,Denmark,Honduras,Cash Deposit #7605,False
T007606,E0222,E0898,88.46,2024-09-24 22:36:12,Payment,Azerbaijan,Solomon Islands,Serve environment kitchen.,False
T007607,E0091,E0319,177.0,2024-09-10 23:38:51,Payment,Korea,Norfolk Island,Benefit able forget hear red.,False
T007608,E0777,E0886,20.82,2024-05-13 11:14:04,Payment,Congo,Northern Mariana Islands,Radio huge book mean dream design.,False
T007609,E0017,E0470,4313.35,2024-05-23 16:03:05,Payment,Dominica,Oman,Computer big edge without set seat.,False
T007610,E0534,E0316,531.05,2024-01-19 00:48:55,Cash Deposit,Israel,Puerto Rico,Cash Deposit #7610,False
T007611,E0622,E0421,3821.35,2024-10-03 00:08:42,Payment,New Zealand,Niger,Compare couple fast daughter.,False
T007612,E0159,E0265,167.65,2024-01-15 15:25:43,Wire Transfer,Palestinian Territory,Indonesia,Wire Transfer #7612,False
T007613,E0817,E0837,663.3,2024-05-16 07:59:59,Wire Transfer,Brunei Darussalam,Rwanda,Wire Transfer #7613,False
T007614,E0842,E0373,216.7,2024-09-29 23:44:08,Wire Transfer,Canada,Serbia,Wire Transfer #7614,False
T007615,E0363,E0805,105.55,2024-03-11 22:14:21,Cash Deposit,Tonga,El Salvador,Cash Deposit #7615,False
T007616,E0775,E0005,925.08,2024-07-23 16:27:13,Payment,Estonia,Venezuela,Southern trip data.,False
T007617,E0881,E0183,161.85,2024-03-31 02:47:17,Cash Deposit,Egypt,Lebanon,Cash Deposit #7617,False
T007618,E0308,E0167,76.42,2024-01-02 07:51:32,Wire Transfer,Holy See (Vatican City State),Saint Pierre and Miquelon,Wire Transfer #7618,False
T007619,E0166,E0578,46.23,2024-11-03 18:55:15,Wire Transfer,French Southern Territories,Brazil,Wire Transfer #7619,False
T007620,E0513,E0092,28.31,2024-09-19 02:51:55,Cash Deposit,Lesotho,Angola,Cash Deposit #7620,False
T007621,E0617,E0186,499.01,2024-07-13 02:11:08,Cash Deposit,San Marino,Monaco,Cash Deposit #7621,False
T007622,E0508,E0299,375.51,2024-12-21 10:59:52,Cash Deposit,Chad,Luxembourg,Cash Deposit #7622,False
T007623,E0715,E0521,700.16,2024-07-18 08:57:49,Cash Deposit,Cocos (Keeling) Islands,Sri Lanka,Cash Deposit #7623,False
T007624,E0296,E0662,39.03,2024-03-11 00:29:36,Payment,Madagascar,Dominica,Affect perform race include same couple piece.,False
T007625,E0801,E0900,42116.64,2024-05-31 02:48:46,Payment,Antigua and Barbuda,Russian Federation,Clearly would begin single message professional.,False
T007626,E0867,E0442,79.22,2024-02-07 03:18:27,Cash Deposit,Tuvalu,Reunion,Cash Deposit #7626,False
T007627,E0336,E0971,233.83,2024-12-04 19:26:55,Payment,Taiwan,Seychelles,Model forward stand reveal probably.,False
T007628,E0099,E0084,640.13,2024-12-09 09:34:18,Payment,Cape Verde,French Southern Territories,Traditional mission decide.,False
T007629,E0576,E0302,60.57,2024-12-08 17:27:02,Wire Transfer,Faroe Islands,Belarus,Wire Transfer #7629,False
T007630,E0793,E0825,618.03,2024-10-14 19:44:49,Wire Transfer,Switzerland,Liberia,Wire Transfer #7630,False
T007631,E0163,E0197,3149.98,2024-07-01 00:04:30,Payment,Argentina,Kenya,Box shake finally week bed when.,False
T007632,E0831,E0226,720.69,2024-02-10 12:13:33,Wire Transfer,Romania,Slovenia,Wire Transfer #7632,False
T007633,E0242,E0664,12137.39,2024-06-20 15:15:58,Payment,Egypt,Guyana,Between space down arm positive.,False
T007634,E0931,E0673,1998.41,2024-06-28 13:44:00,Payment,Western Sahara,Liechtenstein,Ago skin standard action.,False
T007635,E0963,E0182,26.34,2024-02-14 01:49:19,Wire Transfer,Costa Rica,Czech Republic,Wire Transfer #7635,False
T007636,E0610,E0706,314.04,2024-03-25 06:48:35,Cash Deposit,Burkina Faso,Ireland,Cash Deposit #7636,False
T007637,E0173,E0499,703.84,2024-08-08 06:26:56,Wire Transfer,Zimbabwe,Belgium,Wire Transfer #7637,False
T007638,E0943,E0110,1503.99,2024-10-18 16:43:41,Cash Deposit,Isle of Man,Brunei Darussalam,Cash Deposit #7638,False
T007639,E0400,E0525,424.79,2024-08-17 17:09:50,Wire Transfer,Iran,Trinidad and Tobago,Wire Transfer #7639,False
T007640,E0413,E0408,839.03,2024-08-05 09:40:31,Cash Deposit,Portugal,Fiji,Cash Deposit #7640,False
T007641,E0472,E0049,31.44,2024-09-25 14:14:48,Wire Transfer,Finland,North Macedonia,Wire Transfer #7641,False
T007642,E0425,E0487,55.21,2024-11-17 15:48:19,Payment,Uruguay,Portugal,Girl tonight find also open rest.,False
T007643,E0714,E0892,153.23,2024-07-05 01:48:22,Cash Deposit,Dominica,Cote d'Ivoire,Cash Deposit #7643,False
T007644,E0862,E0672,402.63,2024-02-16 22:40:21,Wire Transfer,Guernsey,Moldova,Wire Transfer #7644,False
T007645,E0508,E0790,481.33,2024-08-25 19:06:26,Payment,Chad,Uzbekistan,Remain consider cell interest.,False
T007646,E0554,E0466,61.98,2024-06-13 21:06:57,Cash Deposit,China,Chile,Cash Deposit #7646,False
T007647,E0865,E0998,1410.6,2024-02-16 02:54:23,Payment,Chad,Korea,Economic surface picture.,False
T007648,E0612,E0828,2027.09,2024-06-12 08:17:30,Payment,Madagascar,Burkina Faso,Create third mind doctor service.,False
T007649,E0589,E0696,1930.42,2024-12-28 05:33:19,Wire Transfer,United States Virgin Islands,Pakistan,Wire Transfer #7649,False
T007650,E0708,E0755,593.0,2024-04-14 14:53:16,Payment,Singapore,Bulgaria,White thought this kind.,False
T007651,E0549,E0285,1718.67,2024-02-22 20:18:26,Wire Transfer,Tajikistan,Seychelles,Wire Transfer #7651,False
T007652,E0921,E0520,697.75,2024-10-22 17:50:47,Payment,Philippines,Mexico,Case sound for care stock.,False
T007653,E0665,E0021,30.18,2024-07-15 22:50:16,Payment,Belgium,Poland,Also simple task available similar field.,False
T007654,E0227,E0349,221.85,2024-03-14 22:49:14,Wire Transfer,Equatorial Guinea,French Guiana,Wire Transfer #7654,False
T007655,E0030,E0324,505.29,2024-03-16 00:48:05,Wire Transfer,Marshall Islands,United States Minor Outlying Islands,Wire Transfer #7655,False
T007656,E0395,E0318,24.55,2024-10-07 17:34:51,Cash Deposit,South Africa,Brunei Darussalam,Cash Deposit #7656,False
T007657,E0207,E0189,171.89,2024-10-06 17:58:18,Payment,Bulgaria,Vanuatu,True plan dream fund.,False
T007658,E0310,E0857,1033.94,2024-01-30 22:34:38,Wire Transfer,Grenada,Suriname,Wire Transfer #7658,False
T007659,E0830,E0677,515.03,2024-01-12 12:52:15,Payment,France,Guernsey,Say positive election whole candidate.,False
T007660,E0881,E0985,405.86,2024-10-21 06:09:45,Payment,Egypt,Portugal,Cover still old.,False
T007661,E0591,E0352,1079.06,2024-07-16 03:26:01,Payment,Luxembourg,Thailand,Box support why each.,False
T007662,E0532,E0761,315.11,2024-03-19 05:42:32,Payment,Saint Martin,Paraguay,Republican enough pick prevent fear large.,False
T007663,E0886,E0335,506.69,2024-12-19 02:09:57,Wire Transfer,Northern Mariana Islands,Portugal,Wire Transfer #7663,False
T007664,E0056,E0506,3261.4,2024-04-25 05:52:07,Wire Transfer,Malaysia,Mexico,Wire Transfer #7664,False
T007665,E0228,E0335,108.35,2024-08-26 03:16:20,Wire Transfer,French Guiana,Portugal,Wire Transfer #7665,False
T007666,E0341,E0240,1115.96,2024-10-01 04:21:01,Wire Transfer,Seychelles,Swaziland,Wire Transfer #7666,False
T007667,E0714,E0074,441.24,2024-04-29 12:26:52,Payment,Dominica,Palestinian Territory,Five else born.,False
